CustomerID,Age,Subscription Months,Satisfaction Score (1-10),Feedback
8227,60.0,24.0,6.0,"Good quality, needs more variety."
8228,70.0,17.0,10.0,The subscription saves me so much time!
8229,70.0,13.0,7.0,I wish they had more flexible delivery times.
8230,69.0,1.0,8.0,The subscription saves me so much time!
8231,62.0,1.0,7.0,I wish they had more flexible delivery times.
8232,70.0,4.0,3.0,The ingredients didn’t seem fresh.
8233,58.0,7.0,3.0,The ingredients didn’t seem fresh.
8234,71.0,15.0,6.0,I wish they had more flexible delivery times.
8235,63.0,2.0,,The subscription saves me so much time!
8236,75.0,5.0,9.0,Loved the variety and convenience of the meals!
8237,56.0,8.0,9.0,Loved the variety and convenience of the meals!
8238,76.0,4.0,,I wish they had more flexible delivery times.
8239,63.0,4.0,10.0,Fresh ingredients and well-balanced meals—highly recommend!
8240,63.0,2.0,5.0,"Good quality, needs more variety."
8241,66.0,24.0,7.0,"The service was okay, but portions could be bigger."
8242,61.0,5.0,7.0,"Good quality, needs more variety."
8243,65.0,,,"Good quality, needs more variety."
8244,61.0,1.0,10.0,"Healthy, tasty, and super easy to prepare!"
8245,61.0,5.0,6.0,I wish they had more flexible delivery times.
8246,68.0,,,Too expensive for the portion size.
8247,60.0,1.0,7.0,"Good quality, needs more variety."
8248,60.0,2.0,,"Not bad, but not outstanding either."
8249,57.0,1.0,10.0,"Healthy, tasty, and super easy to prepare!"
8250,62.0,6.0,8.0,"Great meal plans, and customer service is fantastic."
8251,,3.0,6.0,"The service was okay, but portions could be bigger."
8252,60.0,18.0,5.0,"Some meals were great, others were average."
8253,,1.0,3.0,Too expensive for the portion size.
8254,66.0,1.0,5.0,"Not bad, but not outstanding either."
8255,63.0,17.0,7.0,I wish they had more flexible delivery times.
8256,78.0,1.0,10.0,Loved the variety and convenience of the meals!
8257,64.0,1.0,9.0,"Healthy, tasty, and super easy to prepare!"
8258,67.0,1.0,,"The service was okay, but portions could be bigger."
8259,71.0,13.0,6.0,"The service was okay, but portions could be bigger."
8260,71.0,12.0,8.0,The subscription saves me so much time!
8261,66.0,3.0,6.0,"The service was okay, but portions could be bigger."
8262,64.0,8.0,10.0,Loved the variety and convenience of the meals!
8263,77.0,5.0,7.0,"Good quality, needs more variety."
8264,64.0,18.0,7.0,I wish they had more flexible delivery times.
8265,62.0,1.0,3.0,I canceled my subscription after a week.
8266,61.0,13.0,,"Some meals were great, others were average."
8267,55.0,1.0,9.0,"Great meal plans, and customer service is fantastic."
8268,,3.0,5.0,"Good quality, needs more variety."
8269,51.0,1.0,5.0,"Not bad, but not outstanding either."
8270,65.0,9.0,9.0,"Great meal plans, and customer service is fantastic."
8271,64.0,,4.0,The ingredients didn’t seem fresh.
8272,78.0,6.0,9.0,Loved the variety and convenience of the meals!
8273,54.0,9.0,6.0,"Some meals were great, others were average."
8274,60.0,8.0,6.0,"The service was okay, but portions could be bigger."
8275,,11.0,5.0,"Good quality, needs more variety."
8276,64.0,2.0,8.0,"Healthy, tasty, and super easy to prepare!"
8277,62.0,4.0,10.0,Loved the variety and convenience of the meals!
8278,65.0,1.0,9.0,Fresh ingredients and well-balanced meals—highly recommend!
8279,57.0,4.0,5.0,"Good quality, needs more variety."
8280,,9.0,9.0,Fresh ingredients and well-balanced meals—highly recommend!
8281,,9.0,6.0,"Not bad, but not outstanding either."
8282,65.0,9.0,10.0,Fresh ingredients and well-balanced meals—highly recommend!
8283,61.0,2.0,9.0,The subscription saves me so much time!
8284,71.0,,1.0,The ingredients didn’t seem fresh.
8285,76.0,3.0,,I wish they had more flexible delivery times.
8286,63.0,23.0,9.0,The subscription saves me so much time!
8287,73.0,3.0,7.0,"Good quality, needs more variety."
8288,63.0,7.0,5.0,I wish they had more flexible delivery times.
8289,59.0,11.0,6.0,"The service was okay, but portions could be bigger."
8290,,18.0,3.0,Delivery was late.
8291,68.0,4.0,7.0,I wish they had more flexible delivery times.
8292,65.0,3.0,,Loved the variety and convenience of the meals!
8293,69.0,4.0,9.0,"Great meal plans, and customer service is fantastic."
8294,,,10.0,Loved the variety and convenience of the meals!
8295,65.0,8.0,9.0,Fresh ingredients and well-balanced meals—highly recommend!
8296,,21.0,,"Great meal plans, and customer service is fantastic."
8297,63.0,1.0,10.0,The subscription saves me so much time!
8298,,6.0,8.0,Fresh ingredients and well-balanced meals—highly recommend!
8299,,,7.0,"Not bad, but not outstanding either."
8300,70.0,1.0,9.0,"Healthy, tasty, and super easy to prepare!"
8301,67.0,5.0,10.0,Loved the variety and convenience of the meals!
8302,,16.0,6.0,"The service was okay, but portions could be bigger."
8303,57.0,18.0,6.0,I wish they had more flexible delivery times.
8304,,5.0,7.0,"Good quality, needs more variety."
8305,62.0,1.0,9.0,"Great meal plans, and customer service is fantastic."
8306,67.0,1.0,9.0,Fresh ingredients and well-balanced meals—highly recommend!
8307,,7.0,,Too expensive for the portion size.
8308,61.0,,10.0,Fresh ingredients and well-balanced meals—highly recommend!
8309,71.0,1.0,,"Some meals were great, others were average."
8310,,,,"Some meals were great, others were average."
8311,61.0,,5.0,"Some meals were great, others were average."
8312,,14.0,10.0,Loved the variety and convenience of the meals!
8313,73.0,1.0,7.0,I wish they had more flexible delivery times.
8314,67.0,1.0,,"Not bad, but not outstanding either."
8315,69.0,14.0,9.0,Fresh ingredients and well-balanced meals—highly recommend!
8316,60.0,,9.0,Loved the variety and convenience of the meals!
8317,71.0,13.0,7.0,"Some meals were great, others were average."
8318,79.0,24.0,,Loved the variety and convenience of the meals!
8319,,15.0,5.0,"Not bad, but not outstanding either."
8320,58.0,5.0,6.0,"Not bad, but not outstanding either."
8321,66.0,2.0,3.0,I canceled my subscription after a week.
8322,70.0,6.0,4.0,The ingredients didn’t seem fresh.
8323,64.0,8.0,10.0,Fresh ingredients and well-balanced meals—highly recommend!
8324,,3.0,10.0,"Great meal plans, and customer service is fantastic."
8325,64.0,11.0,7.0,I wish they had more flexible delivery times.
8326,69.0,1.0,10.0,The subscription saves me so much time!
8327,,12.0,7.0,"Some meals were great, others were average."
8328,69.0,,7.0,"The service was okay, but portions could be bigger."
8329,72.0,5.0,7.0,"Good quality, needs more variety."
8330,66.0,15.0,7.0,"Good quality, needs more variety."
8331,65.0,1.0,7.0,I wish they had more flexible delivery times.
8332,,5.0,9.0,Fresh ingredients and well-balanced meals—highly recommend!
8333,60.0,1.0,7.0,I wish they had more flexible delivery times.
8334,59.0,18.0,8.0,The subscription saves me so much time!
8335,,14.0,,Loved the variety and convenience of the meals!
8336,62.0,,8.0,"Great meal plans, and customer service is fantastic."
8337,,16.0,5.0,"Good quality, needs more variety."
8338,76.0,10.0,4.0,The ingredients didn’t seem fresh.
8339,78.0,1.0,7.0,"Good quality, needs more variety."
8340,63.0,,7.0,I wish they had more flexible delivery times.
8341,66.0,5.0,7.0,"Some meals were great, others were average."
8342,64.0,7.0,7.0,I wish they had more flexible delivery times.
8343,72.0,12.0,10.0,"Healthy, tasty, and super easy to prepare!"
8344,73.0,2.0,,Delivery was late.
8345,54.0,1.0,3.0,The meals were bland and arrived late!
8346,68.0,5.0,8.0,"Healthy, tasty, and super easy to prepare!"
8347,57.0,1.0,,"Some meals were great, others were average."
8348,76.0,9.0,8.0,The subscription saves me so much time!
8349,,6.0,,"Healthy, tasty, and super easy to prepare!"
8350,,10.0,10.0,"Great meal plans, and customer service is fantastic."
8351,64.0,1.0,4.0,The meals were bland and arrived late!
8352,63.0,24.0,6.0,I wish they had more flexible delivery times.
8353,,1.0,,Fresh ingredients and well-balanced meals—highly recommend!
8354,71.0,3.0,,"Healthy, tasty, and super easy to prepare!"
8355,58.0,,10.0,Loved the variety and convenience of the meals!
8356,76.0,1.0,9.0,"Great meal plans, and customer service is fantastic."
8357,,1.0,7.0,"Some meals were great, others were average."
8358,60.0,1.0,5.0,"Some meals were great, others were average."
8359,65.0,6.0,6.0,I wish they had more flexible delivery times.
8360,75.0,18.0,,"The service was okay, but portions could be bigger."
8361,72.0,6.0,8.0,The subscription saves me so much time!
8362,63.0,7.0,8.0,"Healthy, tasty, and super easy to prepare!"
8363,70.0,3.0,4.0,The meals were bland and arrived late!
8364,83.0,1.0,6.0,"The service was okay, but portions could be bigger."
8365,66.0,1.0,,Loved the variety and convenience of the meals!
8366,61.0,,8.0,"Great meal plans, and customer service is fantastic."
8367,66.0,1.0,8.0,The subscription saves me so much time!
8368,66.0,24.0,8.0,The subscription saves me so much time!
8369,62.0,1.0,10.0,"Great meal plans, and customer service is fantastic."
8370,68.0,8.0,7.0,"Some meals were great, others were average."
8371,57.0,23.0,6.0,"Some meals were great, others were average."
8372,61.0,3.0,5.0,I wish they had more flexible delivery times.
8373,70.0,10.0,7.0,"Not bad, but not outstanding either."
8374,54.0,3.0,2.0,Delivery was late.
8375,70.0,2.0,7.0,"The service was okay, but portions could be bigger."
8376,53.0,1.0,7.0,"Good quality, needs more variety."
8377,55.0,13.0,4.0,The meals were bland and arrived late!
8378,62.0,2.0,,"The service was okay, but portions could be bigger."
8379,67.0,,9.0,Fresh ingredients and well-balanced meals—highly recommend!
8380,73.0,24.0,7.0,I wish they had more flexible delivery times.
8381,,3.0,7.0,I wish they had more flexible delivery times.
8382,,4.0,8.0,"Healthy, tasty, and super easy to prepare!"
8383,68.0,24.0,7.0,I wish they had more flexible delivery times.
8384,60.0,3.0,9.0,Fresh ingredients and well-balanced meals—highly recommend!
8385,66.0,3.0,7.0,I wish they had more flexible delivery times.
8386,58.0,14.0,4.0,The ingredients didn’t seem fresh.
8387,,2.0,10.0,"Healthy, tasty, and super easy to prepare!"
8388,64.0,2.0,8.0,"Healthy, tasty, and super easy to prepare!"
8389,60.0,4.0,6.0,"The service was okay, but portions could be bigger."
8390,66.0,,,Delivery was late.
8391,66.0,1.0,8.0,"Great meal plans, and customer service is fantastic."
8392,72.0,3.0,7.0,"Good quality, needs more variety."
8393,55.0,3.0,10.0,Fresh ingredients and well-balanced meals—highly recommend!
8394,65.0,2.0,6.0,"Good quality, needs more variety."
8395,,8.0,5.0,"Good quality, needs more variety."
8396,70.0,2.0,9.0,Fresh ingredients and well-balanced meals—highly recommend!
8397,70.0,7.0,9.0,"Healthy, tasty, and super easy to prepare!"
8398,68.0,5.0,7.0,"The service was okay, but portions could be bigger."
8399,61.0,,8.0,Loved the variety and convenience of the meals!
8400,70.0,2.0,7.0,"The service was okay, but portions could be bigger."
8401,56.0,1.0,7.0,"Some meals were great, others were average."
8402,55.0,1.0,9.0,The subscription saves me so much time!
8403,57.0,7.0,8.0,Loved the variety and convenience of the meals!
8404,65.0,8.0,7.0,"Some meals were great, others were average."
8405,69.0,1.0,10.0,Fresh ingredients and well-balanced meals—highly recommend!
8406,47.0,7.0,2.0,The meals were bland and arrived late!
8407,73.0,24.0,10.0,Loved the variety and convenience of the meals!
8408,66.0,1.0,4.0,The meals were bland and arrived late!
8409,56.0,5.0,6.0,"Not bad, but not outstanding either."
8410,66.0,10.0,7.0,"Not bad, but not outstanding either."
8411,72.0,1.0,7.0,"Good quality, needs more variety."
8412,69.0,12.0,9.0,"Great meal plans, and customer service is fantastic."
8413,72.0,,5.0,"Some meals were great, others were average."
8414,57.0,1.0,8.0,The subscription saves me so much time!
8415,63.0,,6.0,I wish they had more flexible delivery times.
8416,,3.0,,Loved the variety and convenience of the meals!
8417,75.0,1.0,7.0,"The service was okay, but portions could be bigger."
8418,,5.0,7.0,"Some meals were great, others were average."
8419,82.0,1.0,6.0,I wish they had more flexible delivery times.
8420,62.0,5.0,6.0,"The service was okay, but portions could be bigger."
8421,,1.0,,"Great meal plans, and customer service is fantastic."
8422,64.0,10.0,,"Healthy, tasty, and super easy to prepare!"
8423,,5.0,6.0,"Not bad, but not outstanding either."
8424,63.0,4.0,5.0,"Good quality, needs more variety."
8425,66.0,1.0,,Loved the variety and convenience of the meals!
8426,66.0,3.0,7.0,I wish they had more flexible delivery times.
8427,65.0,1.0,9.0,"Great meal plans, and customer service is fantastic."
8428,61.0,10.0,5.0,"Good quality, needs more variety."
8429,,1.0,3.0,Delivery was late.
8430,64.0,7.0,6.0,"Good quality, needs more variety."
8431,65.0,2.0,5.0,"Good quality, needs more variety."
8432,71.0,8.0,7.0,"Some meals were great, others were average."
8433,76.0,6.0,6.0,"The service was okay, but portions could be bigger."
8434,60.0,4.0,8.0,"Healthy, tasty, and super easy to prepare!"
8435,63.0,,6.0,"Some meals were great, others were average."
8436,60.0,4.0,7.0,"Good quality, needs more variety."
8437,66.0,13.0,7.0,I wish they had more flexible delivery times.
8438,62.0,10.0,7.0,"Good quality, needs more variety."
8439,66.0,,,I wish they had more flexible delivery times.
8440,72.0,16.0,8.0,Fresh ingredients and well-balanced meals—highly recommend!
8441,50.0,14.0,5.0,"The service was okay, but portions could be bigger."
8442,68.0,6.0,10.0,Fresh ingredients and well-balanced meals—highly recommend!
8443,62.0,1.0,7.0,"Not bad, but not outstanding either."
8444,68.0,6.0,,Too expensive for the portion size.
8445,60.0,3.0,7.0,"Good quality, needs more variety."
8446,72.0,6.0,5.0,"Not bad, but not outstanding either."
8447,70.0,8.0,8.0,Fresh ingredients and well-balanced meals—highly recommend!
8448,68.0,8.0,10.0,The subscription saves me so much time!
8449,70.0,8.0,5.0,"The service was okay, but portions could be bigger."
8450,,9.0,8.0,"Healthy, tasty, and super easy to prepare!"
8451,61.0,1.0,3.0,The meals were bland and arrived late!
8452,70.0,1.0,8.0,"Healthy, tasty, and super easy to prepare!"
8453,60.0,7.0,,"The service was okay, but portions could be bigger."
8454,74.0,4.0,6.0,"Good quality, needs more variety."
8455,63.0,11.0,5.0,"Not bad, but not outstanding either."
8456,68.0,1.0,,Fresh ingredients and well-balanced meals—highly recommend!
8457,78.0,1.0,9.0,Fresh ingredients and well-balanced meals—highly recommend!
8458,,,7.0,"The service was okay, but portions could be bigger."
8459,65.0,5.0,5.0,"Not bad, but not outstanding either."
8460,71.0,2.0,10.0,"Great meal plans, and customer service is fantastic."
8461,71.0,4.0,5.0,"Good quality, needs more variety."
8462,63.0,1.0,3.0,Too expensive for the portion size.
8463,62.0,1.0,8.0,"Great meal plans, and customer service is fantastic."
8464,64.0,1.0,5.0,"Some meals were great, others were average."
8465,74.0,6.0,9.0,The subscription saves me so much time!
8466,63.0,15.0,6.0,"Some meals were great, others were average."
8467,65.0,2.0,8.0,"Great meal plans, and customer service is fantastic."
8468,62.0,1.0,10.0,"Great meal plans, and customer service is fantastic."
8469,69.0,9.0,,"Some meals were great, others were average."
8470,66.0,15.0,6.0,"Good quality, needs more variety."
8471,59.0,1.0,7.0,"Some meals were great, others were average."
8472,59.0,3.0,10.0,"Great meal plans, and customer service is fantastic."
8473,,1.0,6.0,I wish they had more flexible delivery times.
8474,60.0,1.0,6.0,I wish they had more flexible delivery times.
8475,70.0,,8.0,"Healthy, tasty, and super easy to prepare!"
8476,73.0,24.0,6.0,"Some meals were great, others were average."
8477,,,7.0,"Not bad, but not outstanding either."
8478,68.0,24.0,4.0,The meals were bland and arrived late!
8479,64.0,4.0,10.0,Loved the variety and convenience of the meals!
8480,70.0,18.0,,Delivery was late.
8481,67.0,1.0,6.0,"Some meals were great, others were average."
8482,,1.0,7.0,"The service was okay, but portions could be bigger."
8483,64.0,9.0,10.0,The subscription saves me so much time!
8484,73.0,3.0,,Too expensive for the portion size.
8485,,3.0,10.0,Fresh ingredients and well-balanced meals—highly recommend!
8486,69.0,8.0,9.0,Loved the variety and convenience of the meals!
8487,53.0,3.0,,"Great meal plans, and customer service is fantastic."
8488,71.0,6.0,5.0,"Not bad, but not outstanding either."
8489,64.0,2.0,8.0,Fresh ingredients and well-balanced meals—highly recommend!
8490,62.0,12.0,6.0,"Good quality, needs more variety."
8491,56.0,2.0,10.0,The subscription saves me so much time!
8492,65.0,6.0,5.0,"Some meals were great, others were average."
8493,65.0,1.0,7.0,"Not bad, but not outstanding either."
8494,57.0,12.0,6.0,"Not bad, but not outstanding either."
8495,56.0,7.0,5.0,"Good quality, needs more variety."
8496,68.0,1.0,,Fresh ingredients and well-balanced meals—highly recommend!
8497,70.0,1.0,8.0,Loved the variety and convenience of the meals!
8498,66.0,2.0,9.0,The subscription saves me so much time!
8499,72.0,6.0,3.0,The meals were bland and arrived late!
8500,64.0,6.0,9.0,"Healthy, tasty, and super easy to prepare!"
8501,65.0,2.0,10.0,The subscription saves me so much time!
8502,59.0,9.0,,I wish they had more flexible delivery times.
8503,56.0,17.0,10.0,The subscription saves me so much time!
8504,,1.0,6.0,"The service was okay, but portions could be bigger."
8505,72.0,4.0,4.0,The meals were bland and arrived late!
8506,57.0,,,I wish they had more flexible delivery times.
8507,,7.0,9.0,The subscription saves me so much time!
8508,64.0,1.0,5.0,I wish they had more flexible delivery times.
8509,63.0,1.0,6.0,"The service was okay, but portions could be bigger."
8510,,1.0,8.0,"Healthy, tasty, and super easy to prepare!"
8511,67.0,6.0,,"Not bad, but not outstanding either."
8512,70.0,,8.0,"Healthy, tasty, and super easy to prepare!"
8513,,,7.0,"Good quality, needs more variety."
8514,,3.0,8.0,"Healthy, tasty, and super easy to prepare!"
8515,64.0,3.0,6.0,I wish they had more flexible delivery times.
8516,71.0,13.0,7.0,"Some meals were great, others were average."
8517,68.0,1.0,5.0,"Some meals were great, others were average."
8518,65.0,,10.0,Loved the variety and convenience of the meals!
8519,65.0,12.0,6.0,"The service was okay, but portions could be bigger."
8520,67.0,14.0,9.0,"Healthy, tasty, and super easy to prepare!"
8521,62.0,8.0,7.0,I wish they had more flexible delivery times.
8522,,2.0,,I wish they had more flexible delivery times.
8523,,13.0,,"Some meals were great, others were average."
8524,63.0,10.0,5.0,"The service was okay, but portions could be bigger."
8525,69.0,9.0,4.0,Too expensive for the portion size.
8526,58.0,1.0,5.0,I wish they had more flexible delivery times.
8527,,1.0,6.0,"Good quality, needs more variety."
8528,65.0,9.0,7.0,"The service was okay, but portions could be bigger."
8529,55.0,23.0,9.0,The subscription saves me so much time!
8530,,11.0,6.0,I wish they had more flexible delivery times.
8531,70.0,14.0,,"The service was okay, but portions could be bigger."
8532,64.0,6.0,,I canceled my subscription after a week.
8533,73.0,2.0,8.0,"Great meal plans, and customer service is fantastic."
8534,58.0,9.0,10.0,Loved the variety and convenience of the meals!
8535,,9.0,,Loved the variety and convenience of the meals!
8536,67.0,9.0,8.0,The subscription saves me so much time!
8537,58.0,23.0,8.0,"Great meal plans, and customer service is fantastic."
8538,71.0,3.0,10.0,Loved the variety and convenience of the meals!
8539,68.0,1.0,8.0,"Great meal plans, and customer service is fantastic."
8540,,19.0,8.0,"Healthy, tasty, and super easy to prepare!"
8541,65.0,1.0,6.0,I wish they had more flexible delivery times.
8542,67.0,9.0,4.0,Delivery was late.
8543,61.0,16.0,6.0,"Not bad, but not outstanding either."
8544,56.0,2.0,7.0,"The service was okay, but portions could be bigger."
8545,67.0,14.0,7.0,"Some meals were great, others were average."
8546,78.0,3.0,10.0,"Great meal plans, and customer service is fantastic."
8547,63.0,12.0,7.0,I wish they had more flexible delivery times.
8548,74.0,1.0,9.0,Fresh ingredients and well-balanced meals—highly recommend!
8549,60.0,8.0,6.0,"Some meals were great, others were average."
8550,66.0,9.0,6.0,"The service was okay, but portions could be bigger."
8551,,5.0,4.0,Delivery was late.
8552,65.0,9.0,,"The service was okay, but portions could be bigger."
8553,63.0,20.0,8.0,Fresh ingredients and well-balanced meals—highly recommend!
8554,69.0,10.0,7.0,"Some meals were great, others were average."
8555,76.0,24.0,9.0,Loved the variety and convenience of the meals!
8556,67.0,4.0,7.0,"The service was okay, but portions could be bigger."
8557,,6.0,6.0,"Not bad, but not outstanding either."
8558,64.0,2.0,10.0,The subscription saves me so much time!
8559,80.0,24.0,7.0,"The service was okay, but portions could be bigger."
8560,66.0,1.0,9.0,The subscription saves me so much time!
8561,61.0,,,"Not bad, but not outstanding either."
8562,58.0,2.0,,Loved the variety and convenience of the meals!
8563,54.0,3.0,9.0,Fresh ingredients and well-balanced meals—highly recommend!
8564,,19.0,7.0,"The service was okay, but portions could be bigger."
8565,69.0,3.0,2.0,The ingredients didn’t seem fresh.
8566,63.0,,7.0,I wish they had more flexible delivery times.
8567,65.0,4.0,9.0,"Great meal plans, and customer service is fantastic."
8568,58.0,15.0,8.0,"Healthy, tasty, and super easy to prepare!"
8569,66.0,5.0,8.0,The subscription saves me so much time!
8570,68.0,2.0,4.0,Too expensive for the portion size.
8571,62.0,4.0,6.0,"Some meals were great, others were average."
8572,75.0,4.0,,"Great meal plans, and customer service is fantastic."
8573,,2.0,8.0,The subscription saves me so much time!
8574,67.0,2.0,9.0,The subscription saves me so much time!
8575,70.0,1.0,7.0,"Not bad, but not outstanding either."
8576,65.0,3.0,,Loved the variety and convenience of the meals!
8577,64.0,7.0,7.0,"Not bad, but not outstanding either."
8578,56.0,3.0,5.0,"Some meals were great, others were average."
8579,73.0,9.0,2.0,I canceled my subscription after a week.
8580,64.0,24.0,8.0,"Healthy, tasty, and super easy to prepare!"
8581,68.0,3.0,,"Some meals were great, others were average."
8582,69.0,4.0,6.0,"Some meals were great, others were average."
8583,61.0,1.0,4.0,I canceled my subscription after a week.
8584,64.0,3.0,8.0,"Healthy, tasty, and super easy to prepare!"
8585,73.0,10.0,6.0,I wish they had more flexible delivery times.
8586,58.0,,,"Healthy, tasty, and super easy to prepare!"
8587,78.0,1.0,10.0,Loved the variety and convenience of the meals!
8588,61.0,3.0,3.0,Delivery was late.
8589,58.0,,6.0,"The service was okay, but portions could be bigger."
8590,66.0,7.0,7.0,I wish they had more flexible delivery times.
8591,78.0,24.0,10.0,Loved the variety and convenience of the meals!
8592,54.0,18.0,4.0,The meals were bland and arrived late!
8593,64.0,1.0,10.0,Loved the variety and convenience of the meals!
8594,68.0,1.0,,I wish they had more flexible delivery times.
8595,65.0,4.0,7.0,"Some meals were great, others were average."
8596,67.0,,7.0,I wish they had more flexible delivery times.
8597,61.0,5.0,6.0,"Some meals were great, others were average."
8598,61.0,1.0,9.0,Loved the variety and convenience of the meals!
8599,64.0,1.0,5.0,"Good quality, needs more variety."
8600,58.0,1.0,8.0,"Healthy, tasty, and super easy to prepare!"
8601,65.0,15.0,,"Some meals were great, others were average."
8602,,23.0,,"Good quality, needs more variety."
8603,,1.0,10.0,Fresh ingredients and well-balanced meals—highly recommend!
8604,67.0,1.0,8.0,"Great meal plans, and customer service is fantastic."
8605,,,8.0,Loved the variety and convenience of the meals!
8606,64.0,16.0,9.0,"Great meal plans, and customer service is fantastic."
8607,79.0,24.0,4.0,Too expensive for the portion size.
8608,58.0,,10.0,"Great meal plans, and customer service is fantastic."
8609,73.0,,2.0,Too expensive for the portion size.
8610,65.0,3.0,5.0,"Some meals were great, others were average."
8611,61.0,5.0,6.0,"Some meals were great, others were average."
8612,57.0,9.0,8.0,Loved the variety and convenience of the meals!
8613,,5.0,7.0,I wish they had more flexible delivery times.
8614,74.0,24.0,7.0,"Some meals were great, others were average."
8615,,1.0,7.0,I wish they had more flexible delivery times.
8616,65.0,12.0,5.0,"Some meals were great, others were average."
8617,71.0,3.0,4.0,Too expensive for the portion size.
8618,67.0,3.0,8.0,"Healthy, tasty, and super easy to prepare!"
8619,56.0,9.0,8.0,"Healthy, tasty, and super easy to prepare!"
8620,66.0,21.0,,"Great meal plans, and customer service is fantastic."
8621,74.0,10.0,5.0,"Not bad, but not outstanding either."
8622,65.0,11.0,8.0,The subscription saves me so much time!
8623,49.0,11.0,6.0,"Good quality, needs more variety."
8624,67.0,3.0,,Fresh ingredients and well-balanced meals—highly recommend!
8625,64.0,11.0,9.0,Loved the variety and convenience of the meals!
8626,54.0,12.0,7.0,"Not bad, but not outstanding either."
8627,55.0,6.0,6.0,"Some meals were great, others were average."
8628,71.0,,9.0,"Great meal plans, and customer service is fantastic."
8629,,11.0,8.0,"Great meal plans, and customer service is fantastic."
8630,,13.0,6.0,"Some meals were great, others were average."
8631,65.0,,4.0,Delivery was late.
8632,61.0,12.0,6.0,"The service was okay, but portions could be bigger."
8633,,13.0,10.0,Loved the variety and convenience of the meals!
8634,64.0,2.0,9.0,Loved the variety and convenience of the meals!
8635,58.0,10.0,5.0,"Some meals were great, others were average."
8636,62.0,,5.0,"Not bad, but not outstanding either."
8637,,1.0,,The subscription saves me so much time!
8638,65.0,6.0,5.0,I wish they had more flexible delivery times.
8639,65.0,19.0,8.0,Loved the variety and convenience of the meals!
8640,77.0,1.0,,I wish they had more flexible delivery times.
8641,69.0,14.0,10.0,"Great meal plans, and customer service is fantastic."
8642,70.0,5.0,5.0,"Some meals were great, others were average."
8643,64.0,15.0,9.0,Loved the variety and convenience of the meals!
8644,66.0,14.0,7.0,"Good quality, needs more variety."
8645,62.0,16.0,8.0,Loved the variety and convenience of the meals!
8646,70.0,11.0,3.0,I canceled my subscription after a week.
8647,64.0,14.0,3.0,Too expensive for the portion size.
8648,66.0,,7.0,"Good quality, needs more variety."
8649,66.0,2.0,,I wish they had more flexible delivery times.
8650,65.0,2.0,5.0,"Good quality, needs more variety."
8651,83.0,,5.0,"Not bad, but not outstanding either."
8652,,1.0,8.0,The subscription saves me so much time!
8653,61.0,1.0,8.0,Fresh ingredients and well-balanced meals—highly recommend!
8654,,16.0,7.0,"Good quality, needs more variety."
8655,61.0,9.0,,"Great meal plans, and customer service is fantastic."
8656,63.0,16.0,5.0,I wish they had more flexible delivery times.
8657,,1.0,6.0,"The service was okay, but portions could be bigger."
8658,68.0,4.0,10.0,Loved the variety and convenience of the meals!
8659,68.0,2.0,,"The service was okay, but portions could be bigger."
8660,63.0,1.0,7.0,"Some meals were great, others were average."
8661,69.0,2.0,10.0,"Healthy, tasty, and super easy to prepare!"
8662,54.0,3.0,4.0,Too expensive for the portion size.
8663,61.0,1.0,9.0,"Healthy, tasty, and super easy to prepare!"
8664,64.0,6.0,10.0,Loved the variety and convenience of the meals!
8665,58.0,3.0,6.0,I wish they had more flexible delivery times.
8666,,1.0,9.0,Loved the variety and convenience of the meals!
8667,63.0,9.0,5.0,I wish they had more flexible delivery times.
8668,69.0,10.0,6.0,"Not bad, but not outstanding either."
8669,73.0,14.0,8.0,Loved the variety and convenience of the meals!
8670,62.0,5.0,,The subscription saves me so much time!
8671,69.0,24.0,9.0,"Great meal plans, and customer service is fantastic."
8672,69.0,19.0,,Fresh ingredients and well-balanced meals—highly recommend!
8673,72.0,6.0,7.0,"Not bad, but not outstanding either."
8674,63.0,4.0,9.0,Fresh ingredients and well-balanced meals—highly recommend!
8675,54.0,1.0,6.0,"Not bad, but not outstanding either."
8676,65.0,9.0,9.0,Fresh ingredients and well-balanced meals—highly recommend!
8677,59.0,,7.0,"The service was okay, but portions could be bigger."
8678,61.0,,,Loved the variety and convenience of the meals!
8679,63.0,7.0,,Loved the variety and convenience of the meals!
8680,63.0,24.0,4.0,The meals were bland and arrived late!
8681,66.0,15.0,5.0,"The service was okay, but portions could be bigger."
8682,69.0,24.0,7.0,"Good quality, needs more variety."
8683,,3.0,4.0,I canceled my subscription after a week.
8684,67.0,1.0,9.0,Loved the variety and convenience of the meals!
8685,65.0,12.0,9.0,Fresh ingredients and well-balanced meals—highly recommend!
8686,71.0,,8.0,Loved the variety and convenience of the meals!
8687,64.0,1.0,5.0,"The service was okay, but portions could be bigger."
8688,,11.0,10.0,The subscription saves me so much time!
8689,,6.0,10.0,"Healthy, tasty, and super easy to prepare!"
8690,64.0,1.0,7.0,"Some meals were great, others were average."
8691,60.0,5.0,8.0,Loved the variety and convenience of the meals!
8692,60.0,21.0,7.0,"Good quality, needs more variety."
8693,,5.0,8.0,Fresh ingredients and well-balanced meals—highly recommend!
8694,59.0,12.0,7.0,"Good quality, needs more variety."
8695,63.0,,,I wish they had more flexible delivery times.
8696,71.0,10.0,9.0,Loved the variety and convenience of the meals!
8697,63.0,,,Fresh ingredients and well-balanced meals—highly recommend!
